loan_id,customer_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_term_months,loan_status,application_date,disbursement_date,maturity_date
L0018118,C000680,Personal,563935.26,414767.62,12.78,48,Current,2021-03-22,2021-04-13,2025-04-13
L0018119,C002757,Personal,487031.39,114279.79,13.76,48,Default,2023-07-29,2023-08-08,2027-08-08
L0018120,C009234,Auto,3554577.83,3380212.87,11.75,24,Current,2023-12-19,2023-12-30,2025-12-30
L0018121,C004351,Business,4240502.36,2658067.99,15.02,60,Current,2021-07-26,2021-08-16,2026-08-16
L0018122,C003963,Auto,3955210.65,0.0,12.73,24,Paid Off,2022-04-16,2022-04-30,2024-04-30
L0018123,C000685,Education,1079988.32,988923.75,7.84,36,Current,2023-06-19,2023-07-20,2026-07-20
L0018124,C000293,Personal,1450287.79,0.0,18.76,12,Paid Off,2021-09-25,2021-10-16,2022-10-16
L0018125,C002000,Personal,864115.73,686284.07,15.55,24,Current,2024-06-08,2024-07-08,2026-07-08
L0018126,C003937,Auto,3638850.48,2467673.16,12.93,48,Current,2023-07-17,2023-08-11,2027-08-11
L0018127,C009088,Auto,2119215.61,1747960.2,10.66,48,Current,2024-10-12,2024-10-15,2028-10-15
L0018128,C004224,Mortgage,10457990.75,6824997.98,8.4,60,Current,2021-01-24,2021-02-05,2026-02-05
L0018129,C000819,Mortgage,6100063.91,5013261.06,10.58,180,Current,2022-07-24,2022-08-19,2037-08-19
L0018130,C009585,Personal,219596.84,104482.48,15.58,24,Default,2021-06-05,2021-06-29,2023-06-29
L0018131,C005762,Education,2000000.0,1320582.22,9.96,48,Current,2023-02-09,2023-02-25,2027-02-25
L0018132,C007514,Auto,3325346.55,0.0,10.32,60,Closed,2023-07-02,2023-07-06,2028-07-06
L0018133,C003360,Auto,3192799.88,1471194.33,13.77,24,Current,2023-03-20,2023-03-25,2025-03-25
L0018134,C001964,Business,5798291.0,0.0,12.55,36,Closed,2022-01-08,2022-02-09,2025-02-09
L0018135,C001929,Personal,299950.07,135400.09,12.56,48,Current,2021-06-17,2021-07-10,2025-07-10
L0018136,C000927,Personal,254281.69,0.0,13.34,24,Closed,2022-03-02,2022-03-20,2024-03-20
L0018137,C008703,Personal,1295086.14,0.0,15.57,12,Paid Off,2023-02-11,2023-02-19,2024-02-19
L0018138,C002940,Business,3066073.49,2901322.85,13.06,60,Current,2024-05-20,2024-05-26,2029-05-26
L0018139,C002069,Auto,3297676.96,1451194.77,12.04,24,Current,2023-04-21,2023-05-07,2025-05-07
L0018140,C008598,Education,969540.86,529279.93,8.33,36,Current,2022-03-20,2022-04-02,2025-04-02
L0018141,C003639,Personal,1500000.0,0.0,18.56,12,Paid Off,2022-07-16,2022-07-20,2023-07-20
L0018142,C002906,Business,7376752.1,6392667.98,13.15,48,Current,2024-04-28,2024-05-29,2028-05-29
L0018143,C006129,Personal,728734.42,0.0,14.44,24,Paid Off,2022-05-08,2022-05-22,2024-05-22
L0018144,C003109,Personal,980528.18,838034.61,15.65,24,Current,2024-10-29,2024-11-03,2026-11-03
L0018145,C006278,Mortgage,6624428.05,6289298.96,8.36,120,Current,2023-04-09,2023-05-03,2033-05-03
L0018146,C007373,Business,5140097.14,4371732.72,12.43,84,Current,2024-02-18,2024-02-27,2031-02-27
L0018147,C007629,Business,2640541.38,1985803.93,13.28,48,Current,2021-06-17,2021-06-22,2025-06-22
L0018148,C000174,Mortgage,4167531.73,0.0,12.68,60,Paid Off,2023-03-16,2023-03-23,2028-03-23
L0018149,C002620,Business,6957930.71,5190687.89,10.91,60,Current,2021-05-20,2021-06-14,2026-06-14
L0018150,C008063,Education,1807942.66,1718567.04,10.39,60,Current,2022-09-17,2022-09-25,2027-09-25
L0018151,C008023,Personal,915025.85,777256.14,14.25,60,Current,2024-07-02,2024-07-22,2029-07-22
L0018152,C009808,Auto,3564581.7,2503725.82,12.06,60,Current,2023-03-31,2023-04-20,2028-04-20
L0018153,C003396,Auto,4000000.0,3383299.22,13.97,36,Current,2024-02-06,2024-02-17,2027-02-17
L0018154,C008573,Education,307004.8,255855.91,8.64,48,Current,2024-01-22,2024-01-24,2028-01-24
L0018155,C000367,Personal,1276373.55,1057499.42,14.98,48,Current,2023-01-07,2023-01-22,2027-01-22
L0018156,C007293,Personal,1425026.39,0.0,14.8,36,Paid Off,2021-09-06,2021-09-30,2024-09-30
L0018157,C004778,Auto,841452.77,575590.09,12.96,48,Current,2023-01-26,2023-02-13,2027-02-13
L0018158,C009304,Business,1362325.71,448551.34,11.05,36,Default,2024-01-21,2024-02-14,2027-02-14
L0018159,C006196,Personal,72526.26,47624.58,16.69,48,Default,2022-03-22,2022-04-05,2026-04-05
L0018160,C008569,Mortgage,12988413.39,12312993.64,12.59,120,Current,2024-07-03,2024-08-05,2034-08-05
L0018161,C009801,Mortgage,12154835.82,9704658.72,9.8,240,Current,2021-04-16,2021-05-03,2041-05-03
L0018162,C008938,Mortgage,15000000.0,13295186.29,10.1,240,Current,2021-07-17,2021-08-20,2041-08-20
L0018163,C004051,Personal,1210977.21,851485.91,13.85,24,Current,2023-05-03,2023-05-21,2025-05-21
L0018164,C001500,Education,1239776.3,693503.46,8.74,60,Current,2021-12-30,2022-01-07,2027-01-07
L0018165,C001113,Business,2076482.53,1979806.49,12.2,60,Current,2024-10-05,2024-10-16,2029-10-16
L0018166,C007175,Personal,362524.73,243351.02,17.67,48,Current,2023-04-02,2023-04-14,2027-04-14
L0018167,C003261,Auto,1321627.7,1224984.92,13.16,60,Current,2024-08-24,2024-09-13,2029-09-13
L0018168,C003221,Personal,627188.06,323167.52,13.13,12,Current,2024-04-14,2024-05-07,2025-05-07
L0018169,C003827,Education,1672026.03,0.0,10.65,36,Closed,2024-06-27,2024-07-11,2027-07-11
L0018170,C006648,Auto,1109749.13,986606.65,9.48,48,Current,2024-08-21,2024-08-26,2028-08-26
L0018171,C007548,Auto,1346211.53,0.0,12.79,36,Paid Off,2021-11-04,2021-11-27,2024-11-27
L0018172,C004167,Mortgage,10748761.62,8363186.57,9.87,60,Default,2023-01-05,2023-01-26,2028-01-26
L0018173,C002074,Personal,238312.48,0.0,15.8,12,Paid Off,2023-01-12,2023-02-04,2024-02-04
L0018174,C001186,Mortgage,1537676.34,1476134.78,9.51,60,Current,2023-07-06,2023-08-06,2028-08-06
L0018175,C005381,Mortgage,11179660.06,9722335.09,8.3,180,Current,2022-10-22,2022-11-07,2037-11-07
L0018176,C007743,Education,1174064.37,984149.03,9.51,60,Current,2024-03-06,2024-03-15,2029-03-15
L0018177,C000263,Personal,1217125.35,911431.81,12.22,48,Current,2022-07-07,2022-08-01,2026-08-01
L0018178,C005746,Business,3780504.35,3274062.08,12.76,84,Current,2021-10-25,2021-11-19,2028-11-19
L0018179,C006335,Personal,1494866.85,1293384.11,14.99,36,Current,2024-07-12,2024-07-30,2027-07-30
L0018180,C008567,Auto,300000.0,284308.41,11.98,60,Current,2024-05-06,2024-06-02,2029-06-02
L0018181,C002371,Mortgage,5763206.2,2568044.71,10.38,60,Delinquent,2024-04-17,2024-05-03,2029-05-03
L0018182,C001800,Business,1548956.41,1258974.56,14.12,60,Delinquent,2023-06-01,2023-06-13,2028-06-13
L0018183,C000347,Auto,2698764.41,0.0,8.7,24,Paid Off,2022-01-14,2022-02-14,2024-02-14
L0018184,C008265,Business,5693549.91,5076861.01,15.23,84,Current,2024-05-18,2024-05-28,2031-05-28
L0018185,C003218,Personal,774731.86,733773.59,17.16,24,Current,2023-07-15,2023-07-27,2025-07-27
L0018186,C003279,Mortgage,4005939.11,3359074.3,13.23,180,Current,2022-12-15,2022-12-27,2037-12-27
L0018187,C009669,Auto,1828695.34,1701866.53,9.78,60,Current,2024-01-08,2024-01-17,2029-01-17
L0018188,C009917,Personal,1001961.52,934808.39,14.36,48,Current,2024-07-23,2024-08-17,2028-08-17
L0018189,C004162,Mortgage,14604842.97,13075324.13,9.77,240,Current,2021-11-05,2021-11-07,2041-11-07
L0018190,C003656,Auto,1211855.62,1075566.25,12.66,36,Delinquent,2021-07-19,2021-08-08,2024-08-08
L0018191,C001417,Business,3384991.7,2047044.29,12.63,24,Current,2023-08-31,2023-09-15,2025-09-15
L0018192,C005514,Education,1036252.2,0.0,8.01,48,Paid Off,2021-01-01,2021-01-27,2025-01-27
L0018193,C003697,Auto,1555046.17,0.0,10.53,36,Paid Off,2023-06-12,2023-06-29,2026-06-29
L0018194,C000781,Business,3985448.76,2448870.86,13.86,36,Current,2023-05-08,2023-06-03,2026-06-03
L0018195,C006749,Personal,421293.23,0.0,16.19,24,Paid Off,2022-09-23,2022-09-28,2024-09-28
L0018196,C001680,Personal,98953.09,86610.92,15.14,12,Delinquent,2023-01-15,2023-01-17,2024-01-17
L0018197,C005067,Mortgage,7385719.23,6087405.01,7.93,240,Current,2022-07-25,2022-08-26,2042-08-26
L0018198,C004675,Personal,869551.61,769420.82,15.89,60,Current,2022-09-09,2022-09-29,2027-09-29
L0018199,C003563,Business,7440501.95,6676770.45,14.01,84,Current,2023-07-04,2023-07-22,2030-07-22
L0018200,C000711,Personal,1088931.78,0.0,15.2,24,Paid Off,2022-06-07,2022-06-26,2024-06-26
L0018201,C009994,Personal,479555.8,391341.83,15.19,48,Current,2023-11-15,2023-12-06,2027-12-06
L0018202,C006860,Personal,1223571.79,0.0,15.18,36,Paid Off,2023-03-16,2023-03-19,2026-03-19
L0018203,C000739,Personal,671548.44,521143.54,15.63,24,Current,2023-11-18,2023-12-01,2025-12-01
L0018204,C008713,Education,599593.2,0.0,11.1,24,Closed,2021-02-14,2021-03-14,2023-03-14
L0018205,C001165,Education,155235.81,102528.47,7.39,60,Current,2022-04-08,2022-04-23,2027-04-23
L0018206,C003058,Education,653737.93,525077.24,8.02,36,Current,2023-12-01,2023-12-12,2026-12-12
L0018207,C009505,Personal,460146.81,0.0,14.41,48,Paid Off,2023-02-16,2023-03-06,2027-03-06
L0018208,C006612,Personal,1245717.03,1016534.62,15.14,60,Current,2021-03-02,2021-04-05,2026-04-05
L0018209,C001060,Personal,301977.63,16402.04,12.34,12,Closed,2022-10-06,2022-11-04,2023-11-04
L0018210,C004835,Mortgage,2083563.76,1666998.28,9.2,180,Current,2021-12-11,2022-01-06,2037-01-06
L0018211,C006845,Personal,82539.69,46148.73,13.94,24,Current,2023-06-01,2023-07-02,2025-07-02
L0018212,C006154,Business,4169328.47,2275918.96,14.8,24,Current,2023-09-28,2023-10-12,2025-10-12
L0018213,C004243,Personal,1001025.36,0.0,12.9,24,Closed,2021-12-03,2021-12-21,2023-12-21
L0018214,C005376,Personal,625241.02,565055.59,16.19,60,Current,2024-05-12,2024-05-15,2029-05-15
L0018215,C003472,Auto,2935794.42,2149629.27,12.08,48,Current,2022-10-09,2022-10-16,2026-10-16
L0018216,C003112,Personal,1037972.14,968170.67,12.28,36,Current,2023-10-05,2023-10-15,2026-10-15
L0018217,C002136,Personal,556296.81,0.0,14.81,24,Closed,2022-11-15,2022-12-04,2024-12-04
L0018218,C002877,Business,1689256.33,0.0,13.91,24,Paid Off,2021-07-25,2021-08-04,2023-08-04
L0018219,C006959,Personal,519960.86,232923.22,15.21,48,Current,2021-10-18,2021-11-13,2025-11-13
L0018220,C009345,Mortgage,9159844.74,8580097.05,10.86,180,Current,2022-09-28,2022-10-22,2037-10-22
L0018221,C005375,Mortgage,15000000.0,11741374.94,10.51,120,Current,2022-09-01,2022-09-18,2032-09-18
L0018222,C000708,Personal,383390.07,0.0,14.75,12,Closed,2021-03-29,2021-04-16,2022-04-16
L0018223,C005849,Mortgage,5904298.78,5258329.28,9.52,120,Current,2022-12-22,2023-01-17,2033-01-17
L0018224,C009756,Auto,2720495.57,2125971.77,13.09,36,Current,2023-05-08,2023-05-18,2026-05-18
L0018225,C008899,Personal,148292.5,106097.15,12.82,60,Current,2021-04-18,2021-05-11,2026-05-11
L0018226,C008614,Auto,4000000.0,3467066.93,12.14,36,Current,2022-09-20,2022-09-26,2025-09-26
L0018227,C008006,Education,591359.94,383010.8,11.05,36,Current,2022-06-01,2022-06-17,2025-06-17
L0018228,C002698,Personal,504811.53,0.0,13.52,12,Paid Off,2022-05-20,2022-06-14,2023-06-14
L0018229,C009961,Personal,875795.22,575760.99,15.07,36,Current,2023-02-04,2023-02-16,2026-02-16
L0018230,C006558,Mortgage,7949505.32,6077502.62,11.09,180,Current,2022-01-30,2022-02-20,2037-02-20
L0018231,C006204,Auto,772108.86,629040.94,11.67,36,Current,2023-07-26,2023-08-17,2026-08-17
L0018232,C004702,Mortgage,10377062.88,9155616.66,9.51,180,Current,2024-10-01,2024-10-05,2039-10-05
L0018233,C003731,Business,2221479.77,0.0,12.79,36,Paid Off,2021-07-07,2021-07-18,2024-07-18
L0018234,C002047,Personal,999697.23,417732.53,14.69,36,Delinquent,2023-11-18,2023-11-22,2026-11-22
L0018235,C005781,Auto,1250187.08,1050232.66,8.32,48,Current,2023-07-25,2023-07-27,2027-07-27
L0018236,C000883,Business,5066143.86,2934667.32,13.75,48,Delinquent,2023-03-13,2023-04-06,2027-04-06
L0018237,C008388,Mortgage,11404072.09,10191461.33,10.9,120,Current,2021-10-20,2021-11-11,2031-11-11
L0018238,C005994,Business,1729432.96,1570008.72,12.17,84,Current,2021-12-16,2022-01-16,2029-01-16
L0018239,C001068,Auto,2166949.64,1720776.47,10.37,60,Current,2024-01-04,2024-02-04,2029-02-04
L0018240,C005605,Education,793727.22,0.0,11.17,24,Paid Off,2022-08-29,2022-08-31,2024-08-31
L0018241,C007961,Mortgage,9343978.38,7034068.91,12.55,180,Current,2021-09-22,2021-10-18,2036-10-18
L0018242,C000815,Mortgage,4081254.07,3621271.24,9.93,240,Current,2022-10-10,2022-11-02,2042-11-02
L0018243,C009091,Business,3118611.34,2007167.39,11.08,84,Current,2021-11-22,2021-12-03,2028-12-03
L0018244,C006321,Mortgage,1068615.3,0.0,12.15,240,Paid Off,2023-01-21,2023-02-03,2043-02-03
L0018245,C006235,Auto,4000000.0,3282294.36,14.83,24,Current,2024-01-18,2024-02-05,2026-02-05
L0018246,C004310,Education,1593183.16,1359929.76,7.59,36,Current,2023-07-17,2023-08-14,2026-08-14
L0018247,C007086,Personal,224876.69,213090.07,13.87,36,Current,2022-02-13,2022-02-26,2025-02-26
L0018248,C001433,Auto,3708319.14,3474121.71,12.67,60,Current,2022-03-31,2022-04-03,2027-04-03
L0018249,C007956,Personal,1154098.9,0.0,14.22,24,Paid Off,2022-03-28,2022-04-28,2024-04-28
L0018250,C007409,Business,8000000.0,5363367.89,10.78,48,Current,2022-06-16,2022-07-19,2026-07-19
L0018251,C002061,Business,4318868.21,4129538.31,10.52,84,Current,2023-03-03,2023-03-28,2030-03-28
L0018252,C008635,Education,1474584.11,1331427.87,8.28,60,Current,2021-12-07,2021-12-31,2026-12-31
L0018253,C007728,Auto,1057745.96,874730.99,13.65,60,Current,2023-07-28,2023-08-27,2028-08-27
L0018254,C000809,Business,3489328.15,2858535.53,13.39,60,Current,2024-08-10,2024-09-09,2029-09-09
L0018255,C001459,Mortgage,11189304.54,10110069.17,9.5,120,Current,2023-03-04,2023-03-27,2033-03-27
L0018256,C004381,Auto,643482.61,0.0,8.99,48,Closed,2022-05-29,2022-06-11,2026-06-11
L0018257,C002899,Auto,605236.12,0.0,14.93,36,Paid Off,2021-11-14,2021-11-30,2024-11-30
L0018258,C000623,Auto,2717479.38,2295751.28,12.64,48,Current,2023-08-25,2023-08-29,2027-08-29
L0018259,C009222,Personal,240864.08,219170.16,14.39,48,Current,2024-08-06,2024-09-02,2028-09-02
L0018260,C005499,Auto,484329.33,0.0,14.1,36,Paid Off,2021-07-21,2021-08-01,2024-08-01
L0018261,C006344,Personal,657995.38,377002.45,14.23,60,Current,2021-12-06,2021-12-27,2026-12-27
L0018262,C005640,Personal,1067307.74,925991.05,13.71,60,Current,2024-07-04,2024-08-06,2029-08-06
L0018263,C000599,Personal,192146.62,134681.58,14.27,36,Current,2023-03-20,2023-04-17,2026-04-17
L0018264,C006412,Mortgage,10726729.01,9248268.54,10.08,180,Current,2021-01-30,2021-02-13,2036-02-13
L0018265,C002377,Auto,724993.71,692778.81,14.44,60,Current,2024-01-25,2024-02-04,2029-02-04
L0018266,C003736,Education,738206.29,679633.95,7.24,48,Current,2023-09-30,2023-10-13,2027-10-13
L0018267,C007624,Business,6020973.32,5083928.49,12.55,24,Current,2023-09-10,2023-10-10,2025-10-10
L0018268,C007804,Business,5480981.02,4574091.29,11.76,84,Current,2024-06-07,2024-07-08,2031-07-08
L0018269,C008075,Auto,1355219.82,0.0,12.85,24,Paid Off,2021-08-21,2021-08-30,2023-08-30
L0018270,C002471,Mortgage,4799229.69,4491441.79,10.26,60,Current,2021-05-16,2021-06-08,2026-06-08
L0018271,C004165,Mortgage,9275537.3,8283800.01,10.74,120,Current,2023-10-03,2023-10-17,2033-10-17
L0018272,C006825,Mortgage,9304505.29,8093035.8,9.72,180,Current,2021-05-03,2021-05-25,2036-05-25
L0018273,C007179,Mortgage,8947235.77,8252271.79,11.6,120,Current,2023-08-02,2023-08-10,2033-08-10
L0018274,C008231,Personal,950213.13,0.0,12.73,36,Closed,2022-01-24,2022-02-03,2025-02-03
L0018275,C007865,Personal,1500000.0,0.0,12.92,48,Paid Off,2021-01-31,2021-02-15,2025-02-15
L0018276,C002679,Personal,291842.71,0.0,12.72,24,Paid Off,2021-08-22,2021-09-14,2023-09-14
L0018277,C009268,Mortgage,6628216.67,4883471.16,8.55,180,Current,2021-10-20,2021-10-30,2036-10-30
L0018278,C000653,Personal,85936.26,68131.88,14.82,60,Current,2022-11-10,2022-11-24,2027-11-24
L0018279,C004236,Auto,2208841.73,1665470.43,11.56,36,Current,2022-08-12,2022-09-05,2025-09-05
L0018280,C001881,Business,4966540.08,4388928.85,11.36,84,Current,2024-08-07,2024-08-12,2031-08-12
L0018281,C003575,Auto,3138086.78,690921.02,12.43,60,Default,2022-09-08,2022-09-23,2027-09-23
L0018282,C007045,Auto,3154146.24,0.0,10.95,24,Paid Off,2021-07-03,2021-07-11,2023-07-11
L0018283,C002258,Education,1233846.52,506605.59,9.26,48,Current,2021-04-24,2021-04-29,2025-04-29
L0018284,C008765,Personal,315137.13,235235.28,13.38,36,Current,2023-02-15,2023-02-25,2026-02-25
L0018285,C001438,Business,3511958.91,3362445.75,11.39,48,Current,2021-02-26,2021-03-15,2025-03-15
L0018286,C006890,Education,1826891.92,1234567.04,13.3,24,Current,2024-04-13,2024-04-21,2026-04-21
L0018287,C005884,Auto,1983298.7,1710538.23,12.34,48,Current,2023-12-24,2024-01-24,2028-01-24
L0018288,C001178,Education,1095453.86,1005949.14,9.17,24,Current,2023-09-28,2023-10-22,2025-10-22
L0018289,C004756,Personal,768132.04,0.0,13.37,12,Closed,2023-09-27,2023-10-10,2024-10-10
L0018290,C009833,Personal,1010612.9,0.0,13.54,60,Paid Off,2021-05-04,2021-05-10,2026-05-10
L0018291,C001560,Education,1016310.46,902967.73,7.66,36,Current,2023-09-16,2023-09-20,2026-09-20
L0018292,C004058,Personal,860427.3,355969.65,14.89,48,Default,2022-06-25,2022-07-13,2026-07-13
L0018293,C007320,Personal,249148.07,209384.01,16.39,60,Current,2022-01-07,2022-01-16,2027-01-16
L0018294,C005180,Personal,1090225.87,953569.86,13.21,24,Current,2023-04-11,2023-05-05,2025-05-05
L0018295,C001161,Personal,80679.64,41577.7,14.82,60,Current,2021-03-08,2021-03-17,2026-03-17
L0018296,C003557,Mortgage,4469431.24,3916565.35,9.03,240,Current,2022-11-21,2022-11-26,2042-11-26
L0018297,C005227,Business,1047471.07,0.0,11.94,60,Paid Off,2022-07-29,2022-07-31,2027-07-31
L0018298,C001243,Personal,110861.43,71632.74,15.15,36,Delinquent,2023-03-11,2023-04-11,2026-04-11
L0018299,C004148,Mortgage,13445084.71,11519925.08,9.13,120,Current,2024-06-06,2024-07-04,2034-07-04
L0018300,C005997,Mortgage,3711765.87,3504487.22,12.02,120,Current,2022-02-02,2022-03-04,2032-03-04
L0018301,C000703,Education,1458250.48,1339355.33,9.81,48,Current,2022-08-23,2022-09-17,2026-09-17
L0018302,C000675,Mortgage,8754961.62,7135070.1,9.69,120,Current,2024-02-26,2024-02-28,2034-02-28
L0018303,C005959,Mortgage,7760389.12,6759558.35,8.14,180,Current,2024-07-18,2024-07-31,2039-07-31
L0018304,C002201,Education,1258249.77,953163.8,8.69,48,Current,2023-12-10,2024-01-01,2028-01-01
L0018305,C003413,Business,2170326.52,1008885.18,13.76,36,Current,2022-06-26,2022-06-28,2025-06-28
L0018306,C002427,Mortgage,13303154.56,12705951.31,9.73,120,Current,2021-10-03,2021-10-06,2031-10-06
L0018307,C009347,Mortgage,8122006.79,7205852.76,9.19,60,Current,2022-12-30,2023-01-03,2028-01-03
L0018308,C003136,Education,869903.84,778013.21,8.28,48,Current,2024-08-19,2024-09-02,2028-09-02
L0018309,C005118,Personal,1494257.05,0.0,14.27,12,Paid Off,2021-09-16,2021-10-18,2022-10-18
L0018310,C002703,Auto,529960.05,481390.72,13.41,48,Current,2023-07-30,2023-08-16,2027-08-16
L0018311,C005157,Education,424893.82,0.0,10.12,24,Paid Off,2022-02-06,2022-03-10,2024-03-10
L0018312,C009540,Business,6556127.47,5177896.67,12.97,60,Current,2023-12-07,2024-01-06,2029-01-06
L0018313,C000985,Education,748194.51,687213.65,8.35,24,Current,2024-06-23,2024-07-21,2026-07-21
L0018314,C006621,Personal,729993.97,356273.17,12.96,48,Delinquent,2024-01-03,2024-01-23,2028-01-23
L0018315,C003586,Personal,890397.71,0.0,13.34,48,Paid Off,2021-03-05,2021-03-09,2025-03-09
L0018316,C004268,Auto,3939530.8,3447775.82,9.22,24,Current,2023-05-03,2023-05-25,2025-05-25
L0018317,C006399,Personal,1151120.64,506919.76,16.11,24,Current,2023-05-21,2023-06-14,2025-06-14
L0018318,C004965,Auto,2699985.75,2171717.93,12.61,60,Current,2024-01-22,2024-02-16,2029-02-16
L0018319,C009347,Education,750774.66,359544.72,9.66,36,Current,2022-11-28,2022-12-09,2025-12-09
L0018320,C008629,Mortgage,9030249.52,4275705.35,11.09,60,Default,2022-11-29,2022-12-18,2027-12-18
L0018321,C000064,Business,5364814.3,4358260.59,14.43,84,Current,2024-02-18,2024-03-20,2031-03-20
L0018322,C001968,Personal,50000.0,41598.33,11.43,48,Current,2023-04-25,2023-05-18,2027-05-18
L0018323,C000888,Mortgage,10434841.65,9113170.79,10.29,120,Current,2022-11-22,2022-12-10,2032-12-10
L0018324,C000805,Auto,3103185.67,1958286.4,11.63,24,Current,2024-01-03,2024-01-24,2026-01-24
L0018325,C000867,Personal,481023.57,441361.57,15.93,60,Current,2021-08-04,2021-08-15,2026-08-15
L0018326,C005738,Mortgage,9340510.57,6156015.7,11.85,60,Current,2022-06-18,2022-06-22,2027-06-22
L0018327,C004740,Business,924302.17,615811.35,12.93,60,Current,2022-02-06,2022-03-06,2027-03-06
L0018328,C007022,Education,368499.38,235929.53,9.59,60,Current,2022-08-01,2022-08-10,2027-08-10
L0018329,C004288,Mortgage,11671162.69,9447587.0,10.76,60,Current,2022-08-15,2022-08-28,2027-08-28
L0018330,C006830,Auto,3125722.15,2601339.22,11.09,24,Current,2024-09-24,2024-10-18,2026-10-18
L0018331,C007333,Education,367516.0,270416.7,11.49,60,Current,2023-02-23,2023-02-26,2028-02-26
L0018332,C001100,Business,2180767.59,0.0,11.71,60,Closed,2021-11-30,2021-12-10,2026-12-10
L0018333,C009833,Business,4465452.37,0.0,14.59,48,Closed,2022-01-18,2022-02-14,2026-02-14
L0018334,C006132,Auto,2998362.11,0.0,10.82,24,Paid Off,2021-03-15,2021-04-07,2023-04-07
L0018335,C008635,Personal,620884.57,487148.77,13.23,12,Default,2022-10-18,2022-11-06,2023-11-06
L0018336,C005574,Mortgage,5256249.41,4586526.17,10.63,240,Current,2023-09-14,2023-10-05,2043-10-05
L0018337,C008615,Personal,351213.67,0.0,13.79,48,Paid Off,2021-01-12,2021-02-13,2025-02-13
L0018338,C000261,Personal,1001783.99,0.0,15.19,12,Paid Off,2021-04-16,2021-05-11,2022-05-11
L0018339,C006320,Mortgage,9909962.17,8459504.27,8.16,180,Current,2021-10-15,2021-11-16,2036-11-16
L0018340,C003789,Mortgage,5442459.62,4410866.59,10.52,180,Current,2023-07-16,2023-07-19,2038-07-19
L0018341,C004006,Auto,4000000.0,2219542.05,12.13,36,Current,2022-06-25,2022-07-08,2025-07-08
L0018342,C006383,Business,2642426.84,1544781.9,14.52,24,Default,2022-03-02,2022-03-30,2024-03-30
L0018343,C008731,Personal,94159.77,41419.47,13.6,12,Delinquent,2021-01-10,2021-01-29,2022-01-29
L0018344,C009484,Personal,908739.6,0.0,14.67,48,Closed,2021-07-25,2021-08-02,2025-08-02
L0018345,C009427,Mortgage,3126320.46,2988252.49,9.79,120,Current,2023-01-03,2023-01-12,2033-01-12
L0018346,C003139,Auto,2033816.51,869328.63,12.15,48,Current,2021-06-01,2021-06-29,2025-06-29
L0018347,C004360,Auto,2130854.94,0.0,13.49,36,Closed,2023-05-12,2023-06-01,2026-06-01
L0018348,C001763,Education,1153960.93,1055571.77,10.13,48,Current,2023-09-07,2023-09-15,2027-09-15
L0018349,C002588,Mortgage,7878083.17,5408709.0,10.43,60,Current,2021-03-22,2021-03-28,2026-03-28
L0018350,C006378,Personal,289500.96,0.0,14.54,36,Closed,2023-01-11,2023-01-27,2026-01-27
L0018351,C005564,Business,5632354.93,0.0,11.6,36,Paid Off,2021-09-07,2021-10-06,2024-10-06
L0018352,C008454,Mortgage,5869607.0,5239910.68,9.5,120,Current,2022-05-10,2022-06-01,2032-06-01
L0018353,C004830,Education,1227792.87,0.0,8.81,36,Paid Off,2021-08-26,2021-09-07,2024-09-07
L0018354,C000521,Auto,3033989.72,2502748.74,11.07,48,Current,2023-11-08,2023-12-02,2027-12-02
L0018355,C006191,Education,1682642.89,1567844.54,9.77,36,Current,2023-06-12,2023-06-24,2026-06-24
L0018356,C001361,Personal,1500000.0,0.0,17.66,12,Paid Off,2023-05-19,2023-06-22,2024-06-22
L0018357,C005462,Personal,419770.05,205213.73,13.19,48,Current,2021-09-24,2021-10-02,2025-10-02
L0018358,C008708,Business,5341431.26,4496690.12,14.06,84,Current,2024-03-30,2024-04-11,2031-04-11
L0018359,C004915,Personal,842753.35,517674.46,15.39,36,Current,2022-10-25,2022-11-20,2025-11-20
L0018360,C000585,Auto,3109196.65,0.0,12.1,36,Paid Off,2021-03-27,2021-04-27,2024-04-27
L0018361,C005744,Mortgage,13036897.29,11823942.27,9.27,240,Current,2021-10-12,2021-10-31,2041-10-31
L0018362,C000292,Auto,2587977.95,1856852.61,12.16,60,Current,2022-09-02,2022-09-24,2027-09-24
L0018363,C003207,Personal,70097.7,45803.66,13.47,12,Default,2022-09-06,2022-09-12,2023-09-12
L0018364,C000857,Business,5092138.41,2631049.64,12.82,84,Delinquent,2021-06-19,2021-07-19,2028-07-19
L0018365,C005435,Personal,217855.01,0.0,16.45,24,Paid Off,2022-10-09,2022-11-06,2024-11-06
L0018366,C009909,Personal,1500000.0,754911.52,14.91,36,Current,2022-11-30,2022-12-31,2025-12-31
L0018367,C002428,Auto,1040005.27,533526.69,11.47,60,Current,2021-04-01,2021-04-08,2026-04-08
L0018368,C005078,Business,7854265.33,4829477.48,13.34,60,Delinquent,2022-09-06,2022-09-19,2027-09-19
L0018369,C004378,Auto,1551227.9,0.0,12.1,48,Paid Off,2023-06-11,2023-06-24,2027-06-24
L0018370,C007629,Mortgage,3408365.79,1623337.38,9.61,180,Delinquent,2021-04-12,2021-04-18,2036-04-18
L0018371,C002573,Personal,504746.92,0.0,13.94,36,Paid Off,2022-07-12,2022-07-28,2025-07-28
