payment_id,loan_id,payment_date,payment_amount,payment_status,days_late
P00320670,L0020033,2023-03-11,43594.13,Paid,2
P00320671,L0020033,2023-05-10,43569.06,Paid,2
P00320672,L0020033,2023-07-08,42453.19,Paid,0
P00320673,L0020033,2023-09-06,50176.65,Paid,0
P00320674,L0020033,2023-11-04,44734.17,Paid,0
P00320675,L0020033,2024-01-03,45246.08,Paid,2
P00320676,L0020033,2024-03-02,47959.77,Paid,2
P00320677,L0020033,2024-05-01,45731.71,Paid,0
P00320678,L0020033,2024-06-29,44487.56,Paid,1
P00320679,L0020033,2024-08-28,47970.24,Paid,0
P00320680,L0020034,2022-12-23,17004.13,Paid,0
P00320681,L0020034,2023-01-28,14921.38,Paid,0
P00320682,L0020034,2023-03-06,15718.59,Paid,0
P00320683,L0020034,2023-04-12,16010.6,Paid,0
P00320684,L0020034,2023-05-19,17605.12,Paid,0
P00320685,L0020034,2023-06-25,15406.25,Paid,0
P00320686,L0020034,2023-08-01,17470.34,Paid,0
P00320687,L0020034,2023-09-07,16342.47,Paid,0
P00320688,L0020034,2023-10-14,17609.06,Paid,0
P00320689,L0020034,2023-11-20,17386.96,Paid,0
P00320690,L0020034,2023-12-27,15701.07,Paid,0
P00320691,L0020034,2024-02-02,17345.87,Paid,0
P00320692,L0020034,2024-03-10,17789.76,Paid,0
P00320693,L0020034,2024-04-16,17483.95,Paid,0
P00320694,L0020034,2024-05-23,17679.16,Paid,0
P00320695,L0020034,2024-06-29,17734.55,Paid,0
P00320696,L0020034,2024-08-05,15945.12,Paid,0
P00320697,L0020034,2024-09-11,15359.45,Paid,0
P00320698,L0020034,2024-10-18,16764.61,Paid,0
P00320699,L0020034,2024-11-24,14902.91,Paid,0
P00320700,L0020034,2024-12-31,16798.46,Paid,0
P00320701,L0020035,2023-04-07,28607.11,Paid,0
P00320702,L0020035,2023-05-22,25943.96,Late,74
P00320703,L0020035,2023-07-06,27682.08,Late,30
P00320704,L0020035,2023-08-20,28744.65,Paid,0
P00320705,L0020035,2023-10-05,27577.43,Paid,0
P00320706,L0020035,2023-11-19,26608.11,Late,70
P00320707,L0020035,2024-01-03,26926.61,Late,18
P00320708,L0020035,2024-02-18,24206.91,Paid,0
P00320709,L0020035,2024-04-03,27562.88,Paid,0
P00320710,L0020035,2024-05-18,28239.7,Paid,0
P00320711,L0020035,2024-07-02,28412.24,Paid,0
P00320712,L0020035,2024-08-17,25678.09,Late,14
P00320713,L0020035,2024-10-01,24818.2,Paid,0
P00320714,L0020035,2024-11-15,26496.7,Paid,0
P00320715,L0020035,2024-12-31,27622.6,Paid,0
P00320716,L0020036,2024-07-07,17171.01,Paid,0
P00320717,L0020036,2024-09-04,18724.83,Paid,0
P00320718,L0020036,2024-11-02,18747.89,Paid,0
P00320719,L0020036,2024-12-31,19092.49,Paid,0
P00320720,L0020037,2024-08-01,13972.01,Paid,0
P00320721,L0020037,2024-12-31,15020.35,Paid,0
P00320722,L0020038,2021-04-15,17339.04,Paid,0
P00320723,L0020038,2021-05-28,16758.9,Paid,0
P00320724,L0020038,2021-07-11,16049.5,Paid,0
P00320725,L0020038,2021-08-24,17803.93,Paid,0
P00320726,L0020038,2021-10-06,17469.01,Paid,0
P00320727,L0020038,2021-11-19,16187.09,Paid,0
P00320728,L0020038,2022-01-02,17768.14,Paid,0
P00320729,L0020038,2022-02-15,18199.97,Late,7
P00320730,L0020038,2022-03-30,16648.38,Paid,0
P00320731,L0020038,2022-05-13,17909.26,Paid,0
P00320732,L0020038,2022-06-26,17262.85,Paid,0
P00320733,L0020038,2022-08-09,18466.54,Paid,0
P00320734,L0020038,2022-09-21,17509.59,Paid,0
P00320735,L0020038,2022-11-04,16685.53,Paid,0
P00320736,L0020038,2022-12-18,16589.21,Late,4
P00320737,L0020038,2023-01-31,18436.29,Paid,0
P00320738,L0020038,2023-03-15,18028.81,Paid,0
P00320739,L0020038,2023-04-28,16108.05,Paid,0
P00320740,L0020038,2023-06-11,16109.58,Paid,0
P00320741,L0020038,2023-07-25,17964.15,Paid,0
P00320742,L0020038,2023-09-06,17557.85,Paid,0
P00320743,L0020038,2023-10-20,16444.05,Paid,0
P00320744,L0020038,2023-12-03,17601.32,Paid,0
P00320745,L0020038,2024-01-16,17123.23,Paid,0
P00320746,L0020038,2024-02-28,16659.86,Paid,0
P00320747,L0020038,2024-04-12,18204.23,Paid,0
P00320748,L0020038,2024-05-26,15879.86,Paid,0
P00320749,L0020038,2024-07-09,16572.47,Paid,0
P00320750,L0020038,2024-08-21,16988.26,Paid,0
P00320751,L0020038,2024-10-04,15891.92,Paid,0
P00320752,L0020038,2024-11-17,17023.59,Paid,0
P00320753,L0020038,2024-12-31,16364.31,Paid,0
P00320754,L0020039,2022-06-17,19071.46,Paid,0
P00320755,L0020039,2022-07-21,21555.39,Paid,0
P00320756,L0020039,2022-08-24,0.0,Missed,61
P00320757,L0020039,2022-09-27,19597.94,Late,55
P00320758,L0020039,2022-10-31,21280.63,Paid,0
P00320759,L0020039,2022-12-04,19273.77,Late,58
P00320760,L0020039,2023-01-07,18181.32,Late,60
P00320761,L0020039,2023-02-10,21137.85,Late,69
P00320762,L0020039,2023-03-16,0.0,Missed,12
P00320763,L0020039,2023-04-19,19450.45,Late,64
P00320764,L0020039,2023-05-23,19267.1,Late,55
P00320765,L0020040,2022-11-01,68795.45,Paid,0
P00320766,L0020040,2022-12-14,76225.08,Paid,0
P00320767,L0020040,2023-01-27,64776.81,Paid,0
P00320768,L0020040,2023-03-12,71824.72,Paid,0
P00320769,L0020040,2023-04-25,73777.9,Paid,0
P00320770,L0020040,2023-06-08,70424.66,Paid,0
P00320771,L0020040,2023-07-22,69970.49,Paid,0
P00320772,L0020040,2023-09-04,65376.17,Paid,0
P00320773,L0020040,2023-10-18,68177.58,Paid,0
P00320774,L0020040,2023-12-01,67640.88,Paid,0
P00320775,L0020040,2024-01-14,70761.46,Paid,0
P00320776,L0020040,2024-02-27,64726.92,Paid,0
P00320777,L0020040,2024-04-11,73816.29,Paid,0
P00320778,L0020040,2024-05-25,75559.77,Paid,0
P00320779,L0020040,2024-07-08,68212.04,Paid,0
P00320780,L0020040,2024-08-21,73961.45,Paid,0
P00320781,L0020040,2024-10-04,67402.18,Paid,0
P00320782,L0020040,2024-11-17,76397.22,Paid,0
P00320783,L0020040,2024-12-31,76664.94,Paid,0
P00320784,L0020041,2022-06-21,64512.45,Paid,0
P00320785,L0020041,2022-07-22,67127.33,Late,4
P00320786,L0020041,2022-08-23,62608.64,Paid,0
P00320787,L0020041,2022-09-24,70352.94,Paid,0
P00320788,L0020041,2022-10-26,61051.33,Paid,0
P00320789,L0020041,2022-11-27,69602.56,Paid,0
P00320790,L0020041,2022-12-29,63762.77,Paid,0
P00320791,L0020041,2023-01-30,68776.91,Paid,0
P00320792,L0020041,2023-03-02,64393.1,Paid,0
P00320793,L0020041,2023-04-03,68859.35,Paid,0
P00320794,L0020041,2023-05-05,68624.61,Paid,0
P00320795,L0020041,2023-06-06,62748.4,Paid,0
P00320796,L0020041,2023-07-08,68943.45,Paid,0
P00320797,L0020041,2023-08-09,66813.6,Paid,0
P00320798,L0020041,2023-09-10,63347.41,Paid,0
P00320799,L0020041,2023-10-11,63354.96,Paid,0
P00320800,L0020041,2023-11-12,70899.06,Paid,0
P00320801,L0020041,2023-12-14,65539.28,Paid,0
P00320802,L0020041,2024-01-15,60604.28,Paid,0
P00320803,L0020041,2024-02-16,60706.35,Paid,0
P00320804,L0020041,2024-03-19,61351.77,Paid,0
P00320805,L0020041,2024-04-20,70566.1,Paid,0
P00320806,L0020041,2024-05-21,69391.06,Paid,0
P00320807,L0020041,2024-06-22,70222.2,Paid,0
P00320808,L0020041,2024-07-24,68695.23,Paid,0
P00320809,L0020041,2024-08-25,70173.34,Paid,0
P00320810,L0020041,2024-09-26,65491.9,Paid,0
P00320811,L0020041,2024-10-28,65323.56,Late,1
P00320812,L0020041,2024-11-29,63946.21,Paid,0
P00320813,L0020041,2024-12-31,61089.64,Paid,0
P00320814,L0020042,2021-09-07,162099.93,Paid,0
P00320815,L0020042,2021-10-27,149072.74,Late,2
P00320816,L0020042,2021-12-16,175556.49,Paid,0
P00320817,L0020042,2022-02-05,165112.28,Paid,0
P00320818,L0020042,2022-03-27,156548.2,Paid,0
P00320819,L0020042,2022-05-17,159553.54,Paid,0
P00320820,L0020042,2022-07-06,174154.75,Paid,0
P00320821,L0020042,2022-08-26,166450.48,Paid,0
P00320822,L0020042,2022-10-15,154659.06,Paid,0
P00320823,L0020042,2022-12-05,160660.14,Paid,0
P00320824,L0020042,2023-01-24,164500.72,Paid,0
P00320825,L0020042,2023-03-16,152495.17,Paid,0
P00320826,L0020042,2023-05-05,170964.58,Paid,0
P00320827,L0020042,2023-06-24,164033.9,Late,1
P00320828,L0020042,2023-08-14,160396.75,Late,5
P00320829,L0020042,2023-10-03,164224.1,Paid,0
P00320830,L0020042,2023-11-23,156807.66,Paid,0
P00320831,L0020042,2024-01-12,155720.02,Paid,0
P00320832,L0020042,2024-03-03,160432.55,Paid,0
P00320833,L0020042,2024-04-22,149325.33,Paid,0
P00320834,L0020042,2024-06-12,152421.47,Paid,0
P00320835,L0020042,2024-08-01,164292.12,Paid,0
P00320836,L0020042,2024-09-21,157801.69,Paid,0
P00320837,L0020042,2024-11-10,163873.24,Paid,0
P00320838,L0020042,2024-12-31,150402.22,Paid,0
P00320839,L0020043,2021-06-06,61912.69,Paid,0
P00320840,L0020043,2021-07-23,61331.09,Paid,0
P00320841,L0020043,2021-09-08,72629.21,Paid,1
P00320842,L0020043,2021-10-25,72713.03,Paid,1
P00320843,L0020043,2021-12-11,66003.56,Paid,1
P00320844,L0020043,2022-01-27,61555.35,Paid,1
P00320845,L0020043,2022-03-15,69123.14,Paid,0
P00320846,L0020043,2022-05-01,72344.41,Paid,0
P00320847,L0020043,2022-06-17,71957.61,Paid,0
P00320848,L0020043,2022-08-03,72044.2,Paid,0
P00320849,L0020043,2022-09-19,61645.12,Paid,0
P00320850,L0020043,2022-11-05,68661.33,Paid,2
P00320851,L0020043,2022-12-22,64926.01,Paid,2
P00320852,L0020043,2023-02-07,65495.6,Paid,2
P00320853,L0020043,2023-03-26,61607.83,Paid,1
P00320854,L0020043,2023-05-12,64118.6,Paid,2
P00320855,L0020044,2021-03-18,39511.76,Paid,0
P00320856,L0020044,2021-04-18,45547.43,Paid,0
P00320857,L0020044,2021-05-19,44992.98,Paid,0
P00320858,L0020044,2021-06-20,40307.33,Paid,1
P00320859,L0020044,2021-07-21,40810.85,Paid,0
P00320860,L0020044,2021-08-22,41090.65,Paid,2
P00320861,L0020044,2021-09-22,39874.55,Paid,0
P00320862,L0020044,2021-10-24,46473.76,Paid,0
P00320863,L0020044,2021-11-24,43256.04,Paid,2
P00320864,L0020044,2021-12-26,44125.34,Paid,0
P00320865,L0020044,2022-01-26,46594.25,Paid,2
P00320866,L0020044,2022-02-27,46574.61,Paid,1
P00320867,L0020044,2022-03-30,42823.82,Paid,0
P00320868,L0020044,2022-04-30,46277.63,Paid,0
P00320869,L0020044,2022-06-01,42097.08,Paid,1
P00320870,L0020044,2022-07-02,44253.51,Paid,0
P00320871,L0020044,2022-08-03,41500.95,Paid,0
P00320872,L0020044,2022-09-03,45799.51,Paid,2
P00320873,L0020044,2022-10-05,41273.14,Paid,0
P00320874,L0020044,2022-11-05,42244.25,Paid,0
P00320875,L0020044,2022-12-07,39357.52,Paid,2
P00320876,L0020044,2023-01-07,39175.11,Paid,1
P00320877,L0020044,2023-02-08,42961.33,Paid,1
P00320878,L0020044,2023-03-11,38908.53,Paid,1
P00320879,L0020044,2023-04-11,39572.27,Paid,0
P00320880,L0020044,2023-05-13,45211.77,Paid,0
P00320881,L0020044,2023-06-13,46628.69,Paid,1
P00320882,L0020044,2023-07-15,46421.99,Paid,1
P00320883,L0020044,2023-08-15,45857.96,Paid,2
P00320884,L0020044,2023-09-16,43551.49,Paid,1
P00320885,L0020044,2023-10-17,39101.68,Paid,0
P00320886,L0020044,2023-11-18,43306.57,Paid,2
P00320887,L0020044,2023-12-19,46224.0,Paid,1
P00320888,L0020044,2024-01-20,42049.49,Paid,0
P00320889,L0020044,2024-02-20,39448.96,Paid,1
P00320890,L0020044,2024-03-22,45959.55,Paid,2
P00320891,L0020044,2024-04-23,39828.04,Paid,2
P00320892,L0020044,2024-05-24,46144.48,Paid,2
P00320893,L0020044,2024-06-25,40484.35,Paid,0
P00320894,L0020044,2024-07-26,41073.4,Paid,1
P00320895,L0020044,2024-08-27,44205.81,Paid,0
P00320896,L0020044,2024-09-27,44500.73,Paid,1
P00320897,L0020044,2024-10-29,43644.3,Paid,2
P00320898,L0020044,2024-11-29,39853.9,Paid,0
P00320899,L0020044,2024-12-31,39427.14,Paid,0
P00320900,L0020045,2024-08-16,23607.73,Paid,0
P00320901,L0020045,2024-12-31,23113.7,Late,2
P00320902,L0020046,2023-10-10,42937.07,Paid,0
P00320903,L0020046,2023-11-11,44565.17,Paid,0
P00320904,L0020046,2023-12-13,44346.95,Paid,0
P00320905,L0020046,2024-01-14,43091.25,Paid,0
P00320906,L0020046,2024-02-15,44285.06,Paid,0
P00320907,L0020046,2024-03-18,40277.6,Paid,0
P00320908,L0020046,2024-04-19,43390.23,Late,5
P00320909,L0020046,2024-05-21,43762.18,Paid,0
P00320910,L0020046,2024-06-22,41071.66,Paid,0
P00320911,L0020046,2024-07-24,39263.04,Paid,0
P00320912,L0020046,2024-08-25,45882.54,Paid,0
P00320913,L0020046,2024-09-26,42223.57,Paid,0
P00320914,L0020046,2024-10-28,41808.04,Paid,0
P00320915,L0020046,2024-11-29,43252.39,Paid,0
P00320916,L0020046,2024-12-31,46287.51,Paid,0
P00320917,L0020047,2024-10-12,14763.98,Paid,0
P00320918,L0020047,2024-11-21,14141.71,Paid,0
P00320919,L0020047,2024-12-31,15571.59,Paid,0
P00320920,L0020048,2024-06-01,8120.99,Paid,0
P00320921,L0020048,2024-07-24,7787.56,Paid,0
P00320922,L0020048,2024-09-15,8852.29,Paid,0
P00320923,L0020048,2024-11-07,8657.34,Paid,0
P00320924,L0020048,2024-12-31,8770.05,Paid,0
P00320925,L0020049,2024-06-12,1673.06,Paid,0
P00320926,L0020049,2024-09-21,1459.09,Late,1
P00320927,L0020049,2024-12-31,1514.31,Paid,0
P00320928,L0020050,2024-03-04,8358.85,Paid,0
P00320929,L0020050,2024-05-03,8876.48,Paid,0
P00320930,L0020050,2024-07-02,8315.3,Paid,0
P00320931,L0020050,2024-09-01,8759.18,Paid,0
P00320932,L0020050,2024-10-31,7791.94,Paid,0
P00320933,L0020050,2024-12-31,8403.02,Paid,0
P00320934,L0020051,2022-09-06,49634.05,Paid,2
P00320935,L0020051,2022-10-14,52346.69,Paid,2
P00320936,L0020051,2022-11-22,52658.55,Paid,2
P00320937,L0020051,2022-12-30,51573.67,Paid,2
P00320938,L0020051,2023-02-07,52741.02,Paid,0
P00320939,L0020051,2023-03-17,54730.91,Paid,0
P00320940,L0020051,2023-04-25,56496.87,Paid,0
P00320941,L0020051,2023-06-02,53235.92,Paid,2
P00320942,L0020051,2023-07-11,56524.31,Paid,0
P00320943,L0020051,2023-08-18,50786.8,Paid,1
P00320944,L0020051,2023-09-26,55462.9,Paid,1
P00320945,L0020051,2023-11-03,54873.45,Paid,0
P00320946,L0020051,2023-12-12,52302.83,Paid,0
P00320947,L0020051,2024-01-19,53124.39,Paid,1
P00320948,L0020051,2024-02-27,51640.84,Paid,0
P00320949,L0020051,2024-04-05,53651.68,Paid,2
P00320950,L0020051,2024-05-14,51112.76,Paid,0
P00320951,L0020051,2024-06-21,57909.08,Paid,0
P00320952,L0020051,2024-07-30,54702.09,Paid,2
P00320953,L0020051,2024-09-06,56990.6,Paid,0
P00320954,L0020051,2024-10-15,54654.95,Paid,2
P00320955,L0020051,2024-11-22,52571.07,Paid,2
P00320956,L0020051,2024-12-31,51907.86,Paid,1
P00320957,L0020052,2022-06-07,13619.56,Paid,0
P00320958,L0020052,2022-07-26,13064.53,Paid,0
P00320959,L0020052,2022-09-13,12832.0,Paid,0
P00320960,L0020052,2022-11-02,11847.07,Paid,0
P00320961,L0020052,2022-12-21,13296.73,Paid,0
P00320962,L0020052,2023-02-08,12049.62,Paid,0
P00320963,L0020052,2023-03-30,13364.64,Paid,0
P00320964,L0020052,2023-05-18,11856.65,Paid,0
P00320965,L0020052,2023-07-06,12579.13,Paid,0
P00320966,L0020052,2023-08-25,12471.44,Paid,0
P00320967,L0020052,2023-10-13,13158.95,Paid,0
P00320968,L0020052,2023-12-02,13742.26,Paid,0
P00320969,L0020052,2024-01-20,12198.15,Paid,0
P00320970,L0020052,2024-03-09,13790.64,Paid,0
P00320971,L0020052,2024-04-28,12031.62,Late,7
P00320972,L0020052,2024-06-16,11873.46,Paid,0
P00320973,L0020052,2024-08-04,11587.26,Paid,0
P00320974,L0020052,2024-09-23,12437.38,Paid,0
P00320975,L0020052,2024-11-11,11855.49,Paid,0
P00320976,L0020052,2024-12-31,11643.05,Paid,0
P00320977,L0020053,2021-06-30,8203.83,Paid,0
P00320978,L0020053,2021-08-03,8728.5,Paid,0
P00320979,L0020053,2021-09-07,8197.34,Paid,1
P00320980,L0020053,2021-10-11,8449.45,Paid,0
P00320981,L0020053,2021-11-15,8474.93,Paid,1
P00320982,L0020053,2021-12-19,7946.5,Paid,2
P00320983,L0020053,2022-01-23,8951.45,Paid,2
P00320984,L0020053,2022-02-26,8367.64,Paid,2
P00320985,L0020053,2022-04-02,9125.63,Paid,0
P00320986,L0020053,2022-05-06,8383.75,Paid,0
P00320987,L0020053,2022-06-10,9500.54,Paid,2
P00320988,L0020053,2022-07-15,8737.46,Paid,0
P00320989,L0020053,2022-08-18,8141.8,Paid,0
P00320990,L0020053,2022-09-22,8280.59,Paid,2
P00320991,L0020053,2022-10-26,8277.86,Paid,2
P00320992,L0020053,2022-11-30,9084.3,Paid,0
P00320993,L0020053,2023-01-03,8377.16,Paid,2
P00320994,L0020053,2023-02-07,7929.54,Paid,0
P00320995,L0020053,2023-03-13,7930.81,Paid,2
P00320996,L0020053,2023-04-17,9338.55,Paid,0
P00320997,L0020053,2023-05-21,8728.98,Paid,2
P00320998,L0020053,2023-06-25,8838.8,Paid,0
P00320999,L0020053,2023-07-30,9107.46,Paid,1
P00321000,L0020053,2023-09-02,8972.52,Paid,0
P00321001,L0020053,2023-10-07,8073.27,Paid,2
P00321002,L0020053,2023-11-10,8471.83,Paid,0
P00321003,L0020053,2023-12-15,8698.48,Paid,0
P00321004,L0020053,2024-01-18,7963.58,Paid,1
P00321005,L0020053,2024-02-22,7992.2,Paid,2
P00321006,L0020053,2024-03-27,8431.26,Paid,2
P00321007,L0020053,2024-05-01,8127.17,Paid,0
P00321008,L0020053,2024-06-05,9322.12,Paid,0
P00321009,L0020054,2022-03-23,18880.65,Paid,0
P00321010,L0020054,2022-05-18,21002.9,Paid,2
P00321011,L0020054,2022-07-13,19275.53,Paid,0
P00321012,L0020054,2022-09-08,18735.42,Paid,1
P00321013,L0020054,2022-11-03,20885.35,Paid,0
P00321014,L0020054,2022-12-29,21069.95,Paid,0
P00321015,L0020054,2023-02-24,21384.26,Paid,2
P00321016,L0020054,2023-04-21,19326.18,Paid,1
P00321017,L0020054,2023-06-16,20544.11,Paid,0
P00321018,L0020054,2023-08-12,21389.58,Paid,0
P00321019,L0020054,2023-10-07,20516.95,Paid,0
P00321020,L0020054,2023-12-02,19119.26,Paid,0
P00321021,L0020054,2024-01-28,20017.94,Paid,0
P00321022,L0020054,2024-03-24,20871.19,Paid,1
P00321023,L0020054,2024-05-19,21068.76,Paid,1
P00321024,L0020054,2024-07-15,19630.64,Paid,0
P00321025,L0020054,2024-09-09,20376.28,Paid,2
P00321026,L0020054,2024-11-04,19457.19,Paid,0
P00321027,L0020054,2024-12-31,18120.89,Paid,0
P00321028,L0020055,2021-11-01,54369.01,Paid,0
P00321029,L0020055,2021-12-06,49731.31,Paid,0
P00321030,L0020055,2022-01-10,52961.96,Paid,0
P00321031,L0020055,2022-02-14,49989.01,Paid,0
P00321032,L0020055,2022-03-21,55804.82,Paid,0
P00321033,L0020055,2022-04-25,56594.87,Paid,0
P00321034,L0020055,2022-05-30,54584.22,Paid,0
P00321035,L0020055,2022-07-04,50997.85,Paid,0
P00321036,L0020055,2022-08-08,52596.67,Paid,0
P00321037,L0020055,2022-09-12,48132.61,Paid,0
P00321038,L0020055,2022-10-17,50372.06,Paid,0
P00321039,L0020055,2022-11-21,49156.82,Paid,0
P00321040,L0020055,2022-12-26,54506.02,Paid,0
P00321041,L0020055,2023-01-30,56333.18,Paid,0
P00321042,L0020055,2023-03-06,53358.21,Paid,0
P00321043,L0020055,2023-04-10,50152.57,Paid,0
P00321044,L0020055,2023-05-15,53852.37,Late,6
P00321045,L0020055,2023-06-19,54470.91,Paid,0
P00321046,L0020055,2023-07-24,55076.77,Paid,0
P00321047,L0020055,2023-08-28,53321.89,Paid,0
P00321048,L0020055,2023-10-02,56496.67,Paid,0
P00321049,L0020055,2023-11-06,47949.55,Paid,0
P00321050,L0020055,2023-12-11,50187.79,Paid,0
P00321051,L0020055,2024-01-15,50325.36,Paid,0
P00321052,L0020055,2024-02-19,48056.93,Paid,0
P00321053,L0020055,2024-03-25,54881.61,Paid,0
P00321054,L0020055,2024-04-29,53393.45,Paid,0
P00321055,L0020055,2024-06-03,57199.76,Paid,0
P00321056,L0020055,2024-07-08,52018.0,Paid,0
P00321057,L0020055,2024-08-12,54752.85,Paid,0
P00321058,L0020055,2024-09-16,50375.26,Paid,0
P00321059,L0020055,2024-10-21,57072.08,Paid,0
P00321060,L0020055,2024-11-25,50275.37,Paid,0
P00321061,L0020055,2024-12-31,50061.82,Paid,0
P00321062,L0020056,2023-06-09,16162.68,Paid,0
P00321063,L0020056,2023-07-14,14578.92,Paid,0
P00321064,L0020056,2023-08-19,15860.74,Paid,0
P00321065,L0020056,2023-09-24,13989.17,Paid,0
P00321066,L0020056,2023-10-29,16023.42,Paid,0
P00321067,L0020056,2023-12-04,14151.83,Paid,0
P00321068,L0020056,2024-01-09,16237.21,Paid,0
P00321069,L0020056,2024-02-13,16055.6,Paid,0
P00321070,L0020056,2024-03-20,13958.31,Paid,0
P00321071,L0020056,2024-04-25,15990.75,Paid,0
P00321072,L0020056,2024-05-30,16371.29,Paid,0
P00321073,L0020056,2024-07-05,14445.61,Paid,0
P00321074,L0020056,2024-08-10,14438.16,Paid,0
P00321075,L0020056,2024-09-14,16010.58,Paid,0
P00321076,L0020056,2024-10-20,14018.34,Paid,0
P00321077,L0020056,2024-11-25,15491.2,Paid,0
P00321078,L0020056,2024-12-31,16395.28,Paid,0
P00321079,L0020057,2022-03-06,23037.74,Paid,1
P00321080,L0020057,2022-04-17,24983.0,Paid,0
P00321081,L0020057,2022-05-30,25993.31,Paid,0
P00321082,L0020057,2022-07-12,23120.17,Paid,0
P00321083,L0020057,2022-08-24,23196.22,Paid,2
P00321084,L0020057,2022-10-06,21885.23,Paid,2
P00321085,L0020057,2022-11-18,21872.06,Paid,1
P00321086,L0020057,2022-12-31,25555.15,Paid,1
P00321087,L0020057,2023-02-12,22828.22,Paid,1
P00321088,L0020057,2023-03-27,22479.45,Paid,0
P00321089,L0020057,2023-05-09,24433.89,Paid,0
P00321090,L0020057,2023-06-21,24929.78,Paid,2
P00321091,L0020057,2023-08-03,25510.36,Paid,0
P00321092,L0020057,2023-09-15,22908.5,Paid,0
P00321093,L0020057,2023-10-28,23510.53,Paid,0
P00321094,L0020057,2023-12-10,25176.64,Paid,0
P00321095,L0020057,2024-01-22,23007.31,Paid,0
P00321096,L0020057,2024-03-05,24132.15,Paid,0
P00321097,L0020057,2024-04-17,24479.81,Paid,0
P00321098,L0020057,2024-05-30,23491.67,Paid,0
P00321099,L0020057,2024-07-12,21976.56,Paid,0
P00321100,L0020057,2024-08-24,23566.1,Paid,0
P00321101,L0020057,2024-10-06,22344.31,Paid,1
P00321102,L0020057,2024-11-18,21896.34,Paid,2
P00321103,L0020057,2024-12-31,23266.14,Paid,0
P00321104,L0020058,2023-10-16,19349.58,Paid,0
P00321105,L0020058,2023-12-04,18915.02,Paid,0
P00321106,L0020058,2024-01-22,21798.52,Paid,0
P00321107,L0020058,2024-03-11,19817.32,Paid,0
P00321108,L0020058,2024-04-29,21747.87,Paid,0
P00321109,L0020058,2024-06-17,18883.0,Paid,0
P00321110,L0020058,2024-08-05,19371.26,Paid,0
P00321111,L0020058,2024-09-23,20577.17,Paid,0
P00321112,L0020058,2024-11-11,20458.63,Paid,0
P00321113,L0020058,2024-12-31,19579.11,Paid,0
P00321114,L0020059,2022-10-05,52709.84,Paid,0
P00321115,L0020059,2022-11-09,47290.12,Paid,1
P00321116,L0020059,2022-12-14,51866.63,Paid,2
P00321117,L0020059,2023-01-18,49006.7,Paid,1
P00321118,L0020059,2023-02-23,52375.82,Paid,0
P00321119,L0020059,2023-03-30,50863.31,Paid,0
P00321120,L0020059,2023-05-04,48508.8,Paid,0
P00321121,L0020059,2023-06-09,50968.53,Paid,2
P00321122,L0020059,2023-07-14,49120.54,Paid,0
P00321123,L0020059,2023-08-18,45020.03,Paid,0
P00321124,L0020059,2023-09-23,46516.59,Paid,0
P00321125,L0020059,2023-10-28,50959.67,Paid,0
P00321126,L0020059,2023-12-02,46227.15,Paid,1
P00321127,L0020059,2024-01-06,52752.51,Paid,1
P00321128,L0020059,2024-02-11,49284.39,Paid,2
P00321129,L0020059,2024-03-17,46946.97,Paid,0
P00321130,L0020059,2024-04-21,47174.24,Paid,0
P00321131,L0020059,2024-05-27,49826.85,Paid,2
P00321132,L0020059,2024-07-01,51079.92,Paid,2
P00321133,L0020059,2024-08-05,47536.63,Paid,1
P00321134,L0020059,2024-09-10,50579.99,Paid,0
P00321135,L0020060,2022-03-23,58490.41,Paid,0
P00321136,L0020060,2022-04-24,56630.91,Paid,0
P00321137,L0020060,2022-05-27,58983.66,Paid,0
P00321138,L0020060,2022-06-29,58821.76,Paid,0
P00321139,L0020060,2022-07-31,55303.52,Paid,0
P00321140,L0020060,2022-09-02,52164.7,Paid,0
P00321141,L0020060,2022-10-05,54114.48,Paid,0
P00321142,L0020060,2022-11-06,52813.5,Paid,0
P00321143,L0020060,2022-12-09,51454.35,Paid,0
P00321144,L0020060,2023-01-11,56490.92,Paid,0
P00321145,L0020060,2023-02-13,54832.76,Paid,0
P00321146,L0020060,2023-03-17,50898.6,Paid,0
P00321147,L0020060,2023-04-19,51522.86,Paid,0
P00321148,L0020060,2023-05-22,52758.78,Paid,0
P00321149,L0020060,2023-06-23,51201.2,Paid,0
P00321150,L0020060,2023-07-26,59717.0,Paid,0
P00321151,L0020060,2023-08-28,58042.42,Paid,0
P00321152,L0020060,2023-09-30,57221.18,Paid,0
P00321153,L0020060,2023-11-01,55661.38,Paid,0
P00321154,L0020060,2023-12-04,58864.18,Paid,0
P00321155,L0020060,2024-01-06,54719.75,Paid,0
P00321156,L0020060,2024-02-07,54612.68,Paid,0
P00321157,L0020060,2024-03-11,58195.66,Late,1
P00321158,L0020060,2024-04-13,54029.64,Paid,0
P00321159,L0020060,2024-05-16,55463.1,Paid,0
P00321160,L0020060,2024-06-17,52243.54,Paid,0
P00321161,L0020060,2024-07-20,54538.17,Paid,0
P00321162,L0020060,2024-08-22,59230.16,Late,5
P00321163,L0020060,2024-09-23,53234.35,Paid,0
P00321164,L0020060,2024-10-26,58458.3,Paid,0
P00321165,L0020060,2024-11-28,53089.74,Paid,0
P00321166,L0020060,2024-12-31,58025.76,Paid,0
P00321167,L0020061,2023-07-04,25825.88,Paid,0
P00321168,L0020061,2023-09-02,25241.03,Paid,2
