"customer_id","customer_segment","region","age","employment_status","annual_income","loan_count","total_loan_amount","total_outstanding","payment_count","late_payment_count","average_days_late","maximum_days_late","late_payment_rate","payment_behavior_flag"
"C003658","Mass Market","Punjab",31,"Salaried","35811.11","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007321","Mass Market","Punjab",45,"Student","33225.54","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003650","Mass Market","Khyber Pakhtunkhwa",37,"Salaried","50288.40","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007325","Mass Market","Khyber Pakhtunkhwa",48,"Unemployed","21424.63","1","1196964.30","0.00","29","14","0.72",2,"48.28","Repeated Late Payments"
"C007326","Mass Affluent","Punjab",51,"Self-Employed","111171.65","2","5262317.80","0.00","37","17","0.76",2,"45.95","Repeated Late Payments"
"C003649","Mass Market","Punjab",41,"Salaried","114423.59","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003645","Mass Market","Punjab",39,"Salaried","86265.56","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003643","Mass Market","Khyber Pakhtunkhwa",49,"Unemployed","25073.61","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003640","Mass Market","Sindh",40,"Student","46839.42","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003633","Affluent","Sindh",40,"Unemployed","30704.68","3","11796909.68","0.00","61","31","0.80",2,"50.82","Repeated Late Payments"
"C003629","Affluent","Sindh",43,"Salaried","136425.94","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003626","Mass Affluent","Sindh",27,"Student","42896.39","1","785065.31","0.00","34","17","0.62",2,"50.00","Repeated Late Payments"
"C007339","Mass Affluent","Punjab",37,"Self-Employed","169848.31","1","912218.08","0.00","22","17","1.36",2,"77.27","Repeated Late Payments"
"C007340","Mass Market","Balochistan",45,"Salaried","26889.37","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003617","Mass Market","Punjab",33,"Salaried","33888.57","1","1123954.99","0.00","20","13","1.10",2,"65.00","Repeated Late Payments"
"C007351","Mass Market","Punjab",36,"Self-Employed","35798.97","2","3352034.01","0.00","23","13","0.87",2,"56.52","Repeated Late Payments"
"C003615","Affluent","Sindh",21,"Student","29049.96","1","3036561.09","0.00","30","13","0.60",2,"43.33","Repeated Late Payments"
"C007354","Mass Market","Sindh",33,"Salaried","42546.75","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007355","Mass Affluent","Sindh",46,"Business Owner","74018.29","1","9332059.93","0.00","14","5","0.43",2,"35.71","Repeated Late Payments"
"C003610","Mass Market","Punjab",37,"Business Owner","50414.49","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003607","Mass Market","Punjab",34,"Salaried","33329.03","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003599","Mass Market","Islamabad Capital",21,"Student","37375.44","2","2191787.18","0.00","10","5","0.70",2,"50.00","Repeated Late Payments"
"C007366","Mass Market","Punjab",41,"Self-Employed","44499.73","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007367","Affluent","Punjab",36,"Student","58715.76","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007368","Mass Market","Khyber Pakhtunkhwa",25,"Student","17259.78","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007372","Mass Market","Khyber Pakhtunkhwa",21,"Salaried","34322.02","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003592","Mass Affluent","Punjab",50,"Self-Employed","226901.17","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003591","Mass Market","Khyber Pakhtunkhwa",40,"Self-Employed","83445.19","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007379","Mass Affluent","Punjab",49,"Student","54093.85","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003585","Mass Affluent","Balochistan",62,"Salaried","121408.23","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007382","Mass Market","Punjab",43,"Student","14088.87","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003580","Mass Market","Punjab",50,"Self-Employed","59932.60","2","1436159.21","0.00","17","5","0.41",2,"29.41","Repeated Late Payments"
"C003572","Mass Market","Punjab",45,"Student","37751.38","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007386","Mass Market","Khyber Pakhtunkhwa",34,"Salaried","56794.92","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007391","Mass Affluent","Punjab",23,"Business Owner","261655.74","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003565","Mass Affluent","Islamabad Capital",45,"Student","42307.86","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007396","Affluent","Balochistan",39,"Salaried","185637.63","1","467295.05","0.00","36","18","0.75",2,"50.00","Repeated Late Payments"
"C007397","Mass Market","Punjab",42,"Student","28638.31","1","10399653.00","0.00","13","4","0.38",2,"30.77","Repeated Late Payments"
"C003556","Mass Market","Khyber Pakhtunkhwa",50,"Unemployed","38680.78","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003555","Affluent","Punjab",36,"Self-Employed","366087.39","1","9174504.15","0.00","22","13","0.95",2,"59.09","Repeated Late Payments"
"C007400","Mass Market","Khyber Pakhtunkhwa",41,"Unemployed","39723.34","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003554","Premium","Sindh",30,"Salaried","506135.43","2","1540959.65","0.00","40","18","0.70",2,"45.00","Repeated Late Payments"
"C003541","Mass Market","Balochistan",50,"Retired","81203.26","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003540","Affluent","Punjab",42,"Business Owner","253775.69","2","17428240.97","0.00","57","27","0.75",2,"47.37","Repeated Late Payments"
"C007410","Mass Affluent","Punjab",39,"Retired","120140.05","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007412","Affluent","Khyber Pakhtunkhwa",39,"Salaried","207377.62","2","2460468.21","0.00","33","15","0.67",2,"45.45","Repeated Late Payments"
"C007413","Mass Market","Punjab",36,"Retired","142590.07","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007416","Mass Market","Khyber Pakhtunkhwa",29,"Student","56006.31","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003526","Mass Market","Sindh",26,"Salaried","49785.96","1","874288.63","0.00","13","5","0.46",2,"38.46","Repeated Late Payments"
"C003524","Mass Market","Punjab",42,"Self-Employed","56107.98","1","6070527.35","0.00","20","7","0.50",2,"35.00","Repeated Late Payments"
"C003508","Mass Affluent","Khyber Pakhtunkhwa",25,"Salaried","126065.92","1","13998329.80","0.00","21","12","0.71",2,"57.14","Repeated Late Payments"
"C003505","Mass Market","Khyber Pakhtunkhwa",35,"Retired","135678.20","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007429","Mass Affluent","Sindh",46,"Business Owner","109085.19","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007430","Mass Market","Balochistan",52,"Business Owner","74610.55","2","1575432.59","0.00","18","8","0.78",2,"44.44","Repeated Late Payments"
"C003504","Mass Market","Sindh",33,"Salaried","115297.20","2","8063336.85","0.00","37","16","0.59",2,"43.24","Repeated Late Payments"
"C007432","Mass Market","Sindh",51,"Self-Employed","50622.41","1","2573814.65","0.00","12","9","1.08",2,"75.00","Repeated Late Payments"
"C003503","Mass Affluent","Punjab",41,"Salaried","62763.95","1","366753.05","0.00","14","5","0.43",2,"35.71","Repeated Late Payments"
"C007438","Mass Market","Punjab",41,"Salaried","49592.01","1","1154518.36","0.00","40","17","0.73",2,"42.50","Repeated Late Payments"
"C007439","Mass Market","Punjab",21,"Self-Employed","40032.70","1","5236227.36","0.00","36","20","0.92",2,"55.56","Repeated Late Payments"
"C003493","Affluent","Khyber Pakhtunkhwa",38,"Salaried","160896.64","2","7361614.51","0.00","56","30","0.73",2,"53.57","Repeated Late Payments"
"C007443","Mass Affluent","Khyber Pakhtunkhwa",44,"Salaried","131001.78","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007444","Mass Affluent","Punjab",30,"Unemployed","8684.00","1","153105.38","0.00","10","6","1.10",2,"60.00","Repeated Late Payments"
"C007446","Mass Market","Sindh",42,"Student","23484.20","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007448","Mass Market","Punjab",40,"Salaried","71156.31","2","6892730.44","0.00","28","21","1.18",2,"75.00","Repeated Late Payments"
"C003473","Mass Market","Sindh",46,"Unemployed","38566.81","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003471","Mass Affluent","Sindh",42,"Salaried","125446.56","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003466","Mass Market","Khyber Pakhtunkhwa",49,"Student","56162.93","1","387147.21","0.00","17","10","0.76",2,"58.82","Repeated Late Payments"
"C003462","Mass Market","Khyber Pakhtunkhwa",44,"Unemployed","28679.71","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003461","Mass Market","Sindh",40,"Salaried","97071.91","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003460","Mass Market","Khyber Pakhtunkhwa",52,"Retired","113854.59","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003445","Mass Market","Balochistan",39,"Salaried","85139.94","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003433","Mass Market","Islamabad Capital",58,"Retired","65896.12","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007467","Mass Market","Punjab",34,"Salaried","63312.97","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007468","Mass Market","Punjab",31,"Salaried","46461.81","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003425","Mass Market","Punjab",57,"Retired","64036.26","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007475","Mass Market","Punjab",32,"Salaried","58959.85","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003418","Mass Market","Khyber Pakhtunkhwa",43,"Self-Employed","85717.75","1","464066.01","0.00","23","15","1.04",2,"65.22","Repeated Late Payments"
"C003410","Mass Market","Punjab",28,"Retired","47552.42","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007481","Mass Market","Sindh",44,"Retired","122683.73","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003405","Mass Market","Balochistan",28,"Salaried","73738.14","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003402","Mass Market","Khyber Pakhtunkhwa",43,"Student","14673.84","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007486","Mass Market","Khyber Pakhtunkhwa",23,"Student","27194.68","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007488","Mass Market","Punjab",37,"Self-Employed","110953.55","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007490","Mass Affluent","Punjab",23,"Retired","100268.12","1","3143575.66","0.00","18","10","0.83",2,"55.56","Repeated Late Payments"
"C007491","Mass Affluent","Islamabad Capital",43,"Business Owner","245561.86","1","708727.46","0.00","19","13","1.05",2,"68.42","Repeated Late Payments"
"C003382","Mass Market","Khyber Pakhtunkhwa",52,"Student","42643.23","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003377","Mass Market","Punjab",41,"Student","50138.52","1","3651289.85","0.00","22","11","0.73",2,"50.00","Repeated Late Payments"
"C003372","Mass Market","Punjab",56,"Salaried","43689.98","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007505","Mass Market","Sindh",40,"Self-Employed","62303.83","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003371","Mass Market","Balochistan",46,"Salaried","47722.04","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003369","Mass Affluent","Punjab",39,"Retired","133604.37","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007515","Mass Affluent","Khyber Pakhtunkhwa",34,"Salaried","241468.60","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007519","Mass Market","Punjab",53,"Retired","107517.35","1","5047965.75","0.00","18","9","0.67",2,"50.00","Repeated Late Payments"
"C003366","Mass Market","Punjab",57,"Student","50088.08","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007523","Mass Affluent","Sindh",48,"Salaried","125124.02","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003364","Premium","Sindh",41,"Retired","35568.23","1","674108.10","0.00","5","1","0.20",1,"20.00","Occasional Late Payments"
"C007525","Affluent","Punjab",33,"Unemployed","19565.42","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007528","Affluent","Khyber Pakhtunkhwa",64,"Student","34483.73","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007530","Mass Market","Punjab",49,"Retired","87636.27","1","277652.21","0.00","7","4","0.71",2,"57.14","Repeated Late Payments"
"C007531","Mass Affluent","Punjab",47,"Business Owner","262982.03","2","4008133.19","0.00","32","13","0.59",2,"40.63","Repeated Late Payments"
"C003357","Mass Market","Sindh",55,"Self-Employed","32878.96","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003354","Mass Affluent","Punjab",31,"Salaried","72697.73","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007538","Mass Market","Khyber Pakhtunkhwa",49,"Self-Employed","81295.39","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003350","Mass Affluent","Punjab",34,"Salaried","171959.11","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003343","Mass Market","Punjab",39,"Business Owner","52233.37","1","1607655.89","0.00","12","7","0.83",2,"58.33","Repeated Late Payments"
"C007547","Mass Market","Sindh",40,"Salaried","46517.34","1","958701.21","0.00","25","15","0.88",2,"60.00","Repeated Late Payments"
"C007550","Mass Market","Punjab",42,"Self-Employed","63343.87","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003338","Affluent","Balochistan",22,"Salaried","284983.10","1","5496010.44","0.00","18","7","0.56",2,"38.89","Repeated Late Payments"
"C003336","Mass Market","Punjab",49,"Salaried","61135.84","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003332","Mass Market","Punjab",33,"Retired","143053.96","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007555","Mass Market","Sindh",45,"Salaried","42884.68","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003330","Mass Market","Punjab",36,"Student","18385.45","1","1033634.22","0.00","8","1","0.25",2,"12.50","Occasional Late Payments"
"C003319","Mass Affluent","Punjab",46,"Salaried","150409.32","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003317","Mass Market","Khyber Pakhtunkhwa",39,"Salaried","45245.34","1","709386.69","0.00","8","3","0.63",2,"37.50","Repeated Late Payments"
"C007566","Mass Market","Balochistan",39,"Self-Employed","103912.30","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003316","Mass Market","Punjab",24,"Salaried","38194.88","1","1456681.32","0.00","16","5","0.63",2,"31.25","Repeated Late Payments"
"C007570","Mass Affluent","Islamabad Capital",34,"Salaried","60714.54","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007571","Mass Market","Sindh",43,"Student","25103.23","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007572","Mass Market","Islamabad Capital",50,"Salaried","81335.12","1","380689.07","0.00","14","10","1.14",2,"71.43","Repeated Late Payments"
"C003310","Mass Market","Punjab",49,"Self-Employed","66325.70","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003309","Mass Market","Sindh",40,"Unemployed","8072.49","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003306","Mass Market","Punjab",50,"Business Owner","84764.68","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007582","Premium","Khyber Pakhtunkhwa",31,"Self-Employed","519023.07","2","6874709.22","0.00","46","26","0.80",2,"56.52","Repeated Late Payments"
"C003298","Mass Market","Sindh",30,"Salaried","83832.51","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007585","Mass Market","Sindh",52,"Unemployed","20023.71","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007586","Premium","Punjab",42,"Business Owner","478493.86","3","24374482.68","0.00","77","42","0.75",2,"54.55","Repeated Late Payments"
"C003295","Mass Market","Sindh",44,"Salaried","47274.53","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003291","Mass Affluent","Punjab",32,"Salaried","110495.74","1","482788.66","0.00","8","3","0.63",2,"37.50","Repeated Late Payments"
"C007594","Mass Affluent","Khyber Pakhtunkhwa",38,"Unemployed","13400.25","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007598","Affluent","Sindh",37,"Student","51235.75","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003286","Mass Affluent","Sindh",49,"Salaried","133164.25","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007604","Mass Market","Sindh",24,"Salaried","35751.00","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003280","Mass Affluent","Punjab",24,"Salaried","180473.16","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003277","Mass Affluent","Sindh",21,"Student","14557.50","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007609","Mass Affluent","Punjab",37,"Salaried","154154.19","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003263","Mass Market","Punjab",64,"Salaried","66631.48","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007622","Mass Market","Khyber Pakhtunkhwa",51,"Self-Employed","97235.37","1","1284832.15","0.00","12","4","0.42",2,"33.33","Repeated Late Payments"
"C007627","Mass Market","Islamabad Capital",24,"Salaried","31993.93","1","719019.77","0.00","19","8","0.63",2,"42.11","Repeated Late Payments"
"C007628","Affluent","Balochistan",40,"Business Owner","346692.84","1","433988.52","0.00","7","4","0.71",2,"57.14","Repeated Late Payments"
"C003257","Mass Market","Punjab",43,"Salaried","83885.97","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003255","Mass Affluent","Punjab",36,"Salaried","45520.07","1","692936.27","0.00","23","11","0.65",2,"47.83","Repeated Late Payments"
"C003252","Mass Market","Sindh",32,"Unemployed","25383.90","1","3669332.40","0.00","31","15","0.61",2,"48.39","Repeated Late Payments"
"C007634","Affluent","Sindh",37,"Unemployed","29117.19","1","2907586.44","0.00","35","22","1.09",2,"62.86","Repeated Late Payments"
"C003250","Mass Market","Sindh",36,"Student","37867.96","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003248","Mass Market","Khyber Pakhtunkhwa",54,"Student","26185.09","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003240","Mass Market","Punjab",34,"Self-Employed","29116.85","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003239","Mass Market","Punjab",25,"Student","41356.16","1","1051289.84","0.00","12","6","0.67",2,"50.00","Repeated Late Payments"
"C007643","Mass Market","Punjab",43,"Salaried","50342.70","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003234","Mass Affluent","Punjab",44,"Salaried","238908.27","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003233","Mass Affluent","Sindh",45,"Retired","91175.20","1","603402.72","0.00","17","12","0.94",2,"70.59","Repeated Late Payments"
"C007649","Mass Market","Punjab",34,"Retired","107778.26","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003229","Mass Market","Sindh",51,"Retired","77672.01","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003226","Mass Market","Khyber Pakhtunkhwa",26,"Salaried","54063.98","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003224","Mass Market","Sindh",40,"Business Owner","50631.73","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003222","Mass Affluent","Khyber Pakhtunkhwa",56,"Retired","55410.62","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007660","Mass Market","Sindh",53,"Self-Employed","61521.80","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003219","Mass Affluent","Punjab",39,"Unemployed","30843.43","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007663","Mass Market","Sindh",37,"Unemployed","31137.36","1","4862012.39","0.00","27","11","0.59",2,"40.74","Repeated Late Payments"
"C007664","Mass Affluent","Balochistan",50,"Salaried","92503.73","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003213","Mass Market","Khyber Pakhtunkhwa",43,"Self-Employed","37103.08","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007666","Mass Market","Sindh",34,"Unemployed","15067.98","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007668","Mass Market","Punjab",42,"Retired","71222.45","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007669","Mass Market","Sindh",27,"Self-Employed","67993.44","1","355607.54","0.00","9","7","1.22",2,"77.78","Repeated Late Payments"
"C003211","Mass Affluent","Punjab",48,"Salaried","141079.62","3","2139967.87","0.00","39","19","0.69",2,"48.72","Repeated Late Payments"
"C003209","Mass Affluent","Punjab",26,"Retired","94466.82","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003208","Affluent","Punjab",37,"Student","14295.87","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003205","Mass Market","Balochistan",56,"Student","45193.32","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007678","Mass Affluent","Islamabad Capital",36,"Retired","60824.41","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003202","Mass Market","Balochistan",33,"Business Owner","33068.63","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007683","Mass Market","Sindh",30,"Student","27715.62","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007685","Mass Affluent","Punjab",26,"Salaried","124649.38","1","10859162.52","0.00","22","14","1.05",2,"63.64","Repeated Late Payments"
"C007689","Mass Affluent","Punjab",31,"Retired","26176.84","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003187","Mass Market","Khyber Pakhtunkhwa",38,"Salaried","52316.98","2","1822051.52","0.00","29","13","0.69",2,"44.83","Repeated Late Payments"
"C007696","Affluent","Sindh",33,"Retired","93075.92","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007697","Mass Market","Punjab",30,"Salaried","79013.87","1","853228.55","0.00","7","5","1.14",2,"71.43","Repeated Late Payments"
"C003184","Mass Market","Punjab",45,"Student","52507.05","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007700","Mass Market","Sindh",36,"Student","59062.62","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003180","Affluent","Sindh",43,"Student","22185.70","3","3039417.57","0.00","49","25","0.73",2,"51.02","Repeated Late Payments"
"C007704","Mass Market","Sindh",27,"Salaried","75238.11","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003176","Mass Market","Punjab",28,"Retired","136089.66","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003164","Mass Market","Khyber Pakhtunkhwa",46,"Self-Employed","48425.78","1","1569196.90","0.00","8","2","0.25",1,"25.00","Occasional Late Payments"
"C003158","Mass Market","Punjab",39,"Salaried","60369.31","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007717","Mass Market","Sindh",32,"Retired","129653.71","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007719","Mass Market","Khyber Pakhtunkhwa",29,"Salaried","46666.86","2","1645588.05","0.00","33","20","0.85",2,"60.61","Repeated Late Payments"
"C003149","Mass Market","Khyber Pakhtunkhwa",44,"Self-Employed","70376.03","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007722","Mass Market","Khyber Pakhtunkhwa",21,"Self-Employed","66045.99","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003145","Mass Market","Khyber Pakhtunkhwa",47,"Student","53040.57","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007731","Mass Market","Sindh",37,"Student","58913.55","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007733","Mass Affluent","Punjab",52,"Salaried","173978.26","1","1114589.59","0.00","12","5","0.58",2,"41.67","Repeated Late Payments"
"C007734","Mass Market","Punjab",45,"Salaried","43379.39","1","50000.00","0.00","19","10","0.89",2,"52.63","Repeated Late Payments"
"C003134","Mass Market","Punjab",30,"Business Owner","99695.55","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003121","Mass Market","Punjab",28,"Retired","64102.45","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007739","Mass Market","Punjab",67,"Retired","77569.75","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007744","Affluent","Balochistan",52,"Business Owner","174975.12","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003106","Mass Affluent","Sindh",47,"Self-Employed","75890.17","1","256362.32","0.00","35","16","0.74",2,"45.71","Repeated Late Payments"
"C003104","Mass Affluent","Khyber Pakhtunkhwa",26,"Business Owner","111352.39","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007750","Mass Market","Khyber Pakhtunkhwa",33,"Retired","70295.51","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007754","Mass Market","Khyber Pakhtunkhwa",41,"Salaried","114748.76","2","1865274.25","0.00","14","5","0.50",2,"35.71","Repeated Late Payments"
"C007756","Mass Affluent","Balochistan",42,"Salaried","235391.73","1","4000000.00","0.00","17","8","0.76",2,"47.06","Repeated Late Payments"
"C003100","Mass Market","Punjab",56,"Salaried","92070.54","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003099","Mass Affluent","Punjab",33,"Self-Employed","96189.85","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007759","Mass Market","Punjab",37,"Self-Employed","53313.04","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007760","Mass Market","Sindh",36,"Business Owner","50992.24","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007761","Mass Affluent","Punjab",21,"Salaried","128886.51","1","1837868.45","0.00","16","6","0.44",2,"37.50","Repeated Late Payments"
"C003097","Mass Market","Punjab",46,"Student","33764.49","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007764","Mass Market","Punjab",57,"Business Owner","64965.77","1","1975080.71","0.00","24","15","0.79",2,"62.50","Repeated Late Payments"
"C003093","Mass Market","Khyber Pakhtunkhwa",37,"Salaried","51215.73","1","117352.87","0.00","27","11","0.59",2,"40.74","Repeated Late Payments"
"C007773","Mass Affluent","Punjab",38,"Salaried","170050.01","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003092","Mass Affluent","Balochistan",42,"Salaried","228289.89","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007776","Mass Market","Punjab",21,"Student","13477.65","1","155246.53","0.00","10","3","0.30",1,"30.00","Repeated Late Payments"
"C003091","Mass Market","Balochistan",42,"Business Owner","66699.87","2","9086391.50","0.00","50","24","0.74",2,"48.00","Repeated Late Payments"
"C003085","Mass Market","Khyber Pakhtunkhwa",21,"Salaried","41370.23","1","72845.92","0.00","24","11","0.71",2,"45.83","Repeated Late Payments"
"C003076","Affluent","Balochistan",33,"Unemployed","37072.15","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003074","Mass Market","Khyber Pakhtunkhwa",51,"Salaried","34682.50","1","1457539.73","0.00","24","11","0.79",2,"45.83","Repeated Late Payments"
"C003072","Mass Market","Islamabad Capital",23,"Retired","112299.41","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C007787","Mass Market","Sindh",59,"Self-Employed","72449.39","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003066","Mass Market","Sindh",37,"Self-Employed","64861.95","1","152510.65","0.00","10","6","0.90",2,"60.00","Repeated Late Payments"
"C007790","Mass Market","Punjab",51,"Self-Employed","97765.45","0","0","0","0","0","0",0,NULL,"No Late Payments"
"C003065","Mass Market","Punjab",41,"Salaried","36268.45","1","1134504.94","0.00","6","2","0.33",1,"33.33","Occasional Late Payments"
"C007792","Mass Market","Sindh",30,"Salaried","82951.98","3","8233875.91","0.00","87","44","0.74",2,"50.57","Repeated Late Payments"
"C003060","Mass Affluent","Punjab",27,"Student","56350.37","1","1438791.30","0.00","28","11","0.68",2,"39.29","Repeated Late Payments"
"C003055","Mass Market","Sindh",62,"Salaried","67786.85","0","0","0","0","0","0",0,NULL,"No Late Payments"
